,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,age,WATERDEPTH,DISTLAND,REGION,kmeans_3_label,kmeans_4_label,kmeans_5_label,kmeans_6_label,kmeans_7_label
1441,GOM03851,CAIS.#19,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,28.7472634436,-91.2014568413,23.15400410677618,52,40,GULF OF MEXICO,1,0,0,0,6
1442,GOM03852,A-DRL,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.5769840817,-90.576990427,54.90485968514716,93,33,GULF OF MEXICO,1,0,0,0,6
1443,GOM03853,A-PRD,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.5769860826,-90.5773014351,52.90622861054072,93,33,GULF OF MEXICO,0,3,3,5,2
1444,GOM03854,A-QTR,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.5769830807,-90.5766784189,52.90622861054072,93,33,GULF OF MEXICO,0,1,2,1,1
1445,GOM03857,A,IN SERVICE,ANKOR ENERGY LLC,BOTH,28.5864597329,-92.0929182993,60.90622861054072,136,63,GULF OF MEXICO,2,2,1,3,6
1446,GOM03858,C,IN SERVICE,ANKOR ENERGY LLC,BOTH,28.5839774115,-92.1109364248,51.90691307323751,137,63,GULF OF MEXICO,1,0,0,0,6
1447,GOM03860,A,IN SERVICE,"RENAISSANCE OFFSHORE, LLC",BOTH,28.3572065701,-91.0883656063,55.90691307323751,180,48,GULF OF MEXICO,1,0,0,0,0
1448,GOM03861,B,IN SERVICE,"RENAISSANCE OFFSHORE, LLC",BOTH,28.3566206875,-91.0698740659,52.90622861054072,178,53,GULF OF MEXICO,0,1,4,4,4
1449,GOM03867,CD,IN SERVICE,CHEVRON USA INC.,BOTH,29.0499697175,-90.1281878793,65.90554414784394,45,50,GULF OF MEXICO,0,3,3,5,2
1450,GOM03873,A,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",NONE,29.2988917817,-92.9504154065,51.90691307323751,58,25,GULF OF MEXICO,2,2,1,3,5
1451,GOM03874,A-AUX,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",UNKNOWN,29.2989797835,-92.9506273589,20.91170431211499,58,25,GULF OF MEXICO,2,2,1,3,5
1452,GOM03884,A,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,28.1177139039,-92.8236968209,50.90485968514716,270,101,GULF OF MEXICO,0,1,2,1,1
1453,GOM03894,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,29.1743702381,-91.5336325453,66.90485968514716,25,14,GULF OF MEXICO,1,0,0,0,0
1454,GOM03895,B,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,29.1745852317,-91.5331035345,40.90622861054072,25,14,GULF OF MEXICO,1,0,0,0,6
1455,GOM03896,C-QTR,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,29.1746302296,-91.5327315261,40.90622861054072,25,14,GULF OF MEXICO,1,0,0,0,0
1456,GOM03898,A,IN SERVICE,CHEVRON USA INC.,BOTH,29.1907321249,-91.6071363761,51.90691307323751,22,17,GULF OF MEXICO,1,0,0,0,0
1457,GOM03931,A,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.4538124244,-91.4565413549,59.90691307323751,170,51,GULF OF MEXICO,0,1,4,4,4
1458,GOM03932,B,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.4593382437,-91.464960725,57.90554414784394,170,51,GULF OF MEXICO,1,0,0,0,0
1459,GOM03933,C,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.4778198452,-91.441002334,55.90691307323751,160,49,GULF OF MEXICO,1,0,0,0,0
1460,GOM03939,C,IN SERVICE,UNION OIL CO. OF CALIFORNIA,BOTH,28.4490615782,-91.4495390449,57.90554414784394,168,51,GULF OF MEXICO,0,1,2,1,1
1461,GOM03947,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.2233116594,-91.69415426,52.90622861054072,248,72,GULF OF MEXICO,2,2,1,3,5
1462,GOM03953,CC,IN SERVICE,CHEVRON USA INC.,BOTH,29.3923239394,-88.9936361887,51.90691307323751,44,10,GULF OF MEXICO,2,2,1,3,5
1463,GOM03954,I,IN SERVICE,CHEVRON USA INC.,BOTH,29.3921082819,-89.0513163517,58.90485968514716,33,8,GULF OF MEXICO,0,1,4,4,4
1464,GOM03955,A,IN SERVICE,APACHE CORP.,BOTH,29.2940915646,-88.8617216399,50.90485968514716,165,10,GULF OF MEXICO,2,2,1,3,6
1465,GOM03960,A,IN SERVICE,ANKOR ENERGY LLC,BOTH,28.8563675265,-92.1014239161,58.90485968514716,100,45,GULF OF MEXICO,2,2,1,3,5
1466,GOM03964,B,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.6633350366,-91.9540192477,50.90485968514716,102,56,GULF OF MEXICO,1,0,0,0,0
1467,GOM03965,B-PRD,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.6630600438,-91.9540172423,49.90554414784394,102,56,GULF OF MEXICO,0,3,3,5,2
1468,GOM04002,5,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",NONE,28.6803466384,-91.2154097479,56.90622861054072,58,30,GULF OF MEXICO,0,1,4,4,4
1469,GOM04008,E,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",UNKNOWN,28.6976705372,-91.1928577421,67.9069130732375,54,28,GULF OF MEXICO,1,0,0,0,0
1470,GOM04009,E-AUX,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",UNKNOWN,28.6976704535,-91.1931692518,67.9069130732375,54,28,GULF OF MEXICO,1,0,0,0,6
1471,GOM04010,J,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",BOTH,28.6895845407,-91.2032934763,57.90554414784394,62,29,GULF OF MEXICO,2,2,1,3,5
1472,GOM04016,B,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.5289408233,-90.8942713275,62.90485968514716,100,35,GULF OF MEXICO,1,0,0,0,6
1473,GOM04017,BRP,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.5292158178,-90.8942703309,52.90622861054072,100,35,GULF OF MEXICO,1,0,0,0,6
1474,GOM04019,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.4118121917,-91.2755379779,50.90485968514716,166,48,GULF OF MEXICO,2,2,1,3,5
1475,GOM04020,E,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,28.4118121917,-91.2755379779,45.90554414784394,166,48,GULF OF MEXICO,2,2,1,3,6
1476,GOM04021,B,IN SERVICE,"RENAISSANCE OFFSHORE, LLC",BOTH,28.3349895187,-91.1942842641,51.90691307323751,205,51,GULF OF MEXICO,1,0,0,0,6
1477,GOM04024,5,IN SERVICE,"WHITNEY OIL & GAS, LLC",NONE,28.9722235679,-89.275444891,55.90691307323751,60,4,GULF OF MEXICO,1,0,0,0,0
1478,GOM04037,A-VALVE,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,28.5069782179,-90.2853450025,56.90622861054072,160,37,GULF OF MEXICO,1,0,0,0,0
1479,GOM04039,A,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,28.4957520221,-90.2031731719,50.90485968514716,180,39,GULF OF MEXICO,1,0,0,0,6
1480,GOM04057,G,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.5593945951,-93.1458193713,50.90485968514716,42,13,GULF OF MEXICO,1,0,0,0,6
1481,GOM04058,H,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.559627585,-93.1458553683,39.90691307323751,42,13,GULF OF MEXICO,2,2,1,3,5
1482,GOM04059,G-AUX,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.5592156047,-93.1460173788,33.90554414784394,42,13,GULF OF MEXICO,0,1,2,1,1
1483,GOM04061,2,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.5621143041,-93.126417874,51.90691307323751,39,12,GULF OF MEXICO,2,2,1,3,6
1484,GOM04072,A,IN SERVICE,"PEREGRINE OIL & GAS II, LLC",UNKNOWN,28.2587519067,-93.3711889786,50.90485968514716,192,101,GULF OF MEXICO,0,1,2,1,1
1485,GOM04074,A,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,27.9720608483,-93.2038009334,50.90485968514716,362,116,GULF OF MEXICO,0,1,4,4,4
1486,GOM04084,A,IN SERVICE,CHEVRON USA INC.,BOTH,28.6965081191,-92.2624103019,52.90622861054072,127,57,GULF OF MEXICO,1,0,0,0,0
1487,GOM04097,B,IN SERVICE,"COCHON PROPERTIES, LLC",BOTH,29.107132751,-89.6174334169,68.90622861054072,54,9,GULF OF MEXICO,1,0,0,0,6
1488,GOM04100,A,IN SERVICE,APACHE CORP.,NONE,29.1160841116,-91.8715468397,49.90554414784394,30,24,GULF OF MEXICO,0,1,2,1,1
1489,GOM04101,A-PRD,IN SERVICE,APACHE CORP.,UNKNOWN,29.1160861092,-91.8712338317,49.90554414784394,30,24,GULF OF MEXICO,0,1,4,4,4
1490,GOM04103,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.1314169186,-91.8922623657,49.90554414784394,30,23,GULF OF MEXICO,0,1,2,2,3
1491,GOM04106,CB,IN SERVICE,CHEVRON USA INC.,BOTH,28.8482488469,-90.4905524121,48.90622861054072,60,14,GULF OF MEXICO,1,0,0,0,6
1492,GOM04107,E,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.9656012692,-90.1708179892,49.90554414784394,62,8,GULF OF MEXICO,1,0,0,0,0
1493,GOM04112,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.4814548808,-93.0756430756,49.90554414784394,148,80,GULF OF MEXICO,1,0,0,0,0
1494,GOM04113,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.6522783031,-93.1220053309,47.90691307323751,31,6,GULF OF MEXICO,1,0,0,0,0
1495,GOM04117,E,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.5596643114,-92.3443202667,49.90554414784394,145,67,GULF OF MEXICO,1,0,0,0,0
1496,GOM04121,A,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.382575897,-92.9754487787,48.90622861054072,175,85,GULF OF MEXICO,0,2,1,2,3
1497,GOM04122,A-AUX,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.3825798935,-92.9751067706,48.90622861054072,175,85,GULF OF MEXICO,1,0,0,0,0
1498,GOM04127,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.2485654649,-91.8485217216,49.90554414784394,240,77,GULF OF MEXICO,0,1,4,2,3
1499,GOM04128,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.5260452007,-90.0979920952,49.90554414784394,210,39,GULF OF MEXICO,1,0,0,0,0
1500,GOM04130,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.7385338743,-90.0262373585,50.90485968514716,150,26,GULF OF MEXICO,1,0,0,0,6
1501,GOM04132,B,IN SERVICE,APACHE CORP.,BOTH,29.2957613483,-88.8423285558,50.90485968514716,150,12,GULF OF MEXICO,2,2,1,2,3
1502,GOM04134,UNICAL P/L,IN SERVICE,UNOCAL PIPELINE CO.,UNKNOWN,28.5272263996,-90.9064515791,59.90691307323751,97,35,GULF OF MEXICO,1,0,0,0,6
1503,GOM04135,C,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.9787133314,-90.1763842895,52.90622861054072,53,7,GULF OF MEXICO,1,0,0,0,6
1504,GOM04136,D-QTRS,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.979603184,-90.1759456293,52.90622861054072,53,7,GULF OF MEXICO,0,1,2,1,1
1505,GOM04137,F,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.982310134,-90.1751264365,44.90622861054072,53,7,GULF OF MEXICO,1,0,0,0,6
1506,GOM04141,CQRTS,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.8596089293,-91.1307967712,50.90485968514716,26,31,GULF OF MEXICO,2,2,1,3,5
1507,GOM04142,B,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.8596089341,-91.1304837603,62.90485968514716,26,31,GULF OF MEXICO,0,1,2,1,1
1508,GOM04144,CA,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.8598839218,-91.1307957734,62.90485968514716,26,31,GULF OF MEXICO,1,0,0,0,0
1509,GOM04145,11,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.8601589142,-91.1307957757,62.90485968514716,26,31,GULF OF MEXICO,1,0,0,0,6
1510,GOM04147,CC,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.8597299274,-91.1307027689,62.90485968514716,26,31,GULF OF MEXICO,1,0,0,0,0
1511,GOM04148,D,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.859442919,-91.1317718036,34.90485968514716,26,31,GULF OF MEXICO,0,1,2,1,1
1512,GOM04149,CB,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.8566212259,-91.1226095335,63.90691307323751,20,16,GULF OF MEXICO,1,0,0,0,0
1513,GOM04150,CP,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.8565329708,-91.1224472871,37.90554414784394,20,16,GULF OF MEXICO,2,2,1,3,5
1514,GOM04158,149,IN SERVICE,"WHITNEY OIL & GAS, LLC",NONE,28.9756401122,-89.2468263754,49.90554414784394,40,4,GULF OF MEXICO,1,0,0,0,0
1515,GOM04159,229 T,IN SERVICE,"WHITNEY OIL & GAS, LLC",NONE,28.9795569989,-89.250139579,48.90622861054072,40,4,GULF OF MEXICO,1,0,0,0,6
1516,GOM04160,A,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.3110352238,-91.5364963814,74.90485968514716,10,9,GULF OF MEXICO,0,1,2,1,1
1517,GOM04161,A-PRD,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.3110342248,-91.5368103878,74.90485968514716,10,9,GULF OF MEXICO,1,0,0,0,6
1518,GOM04162,A-TNK,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.3110352228,-91.536183375,74.90485968514716,10,9,GULF OF MEXICO,1,0,0,0,0
1519,GOM04163,A-QRT,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.3107602301,-91.5364963852,74.90485968514716,10,9,GULF OF MEXICO,0,3,3,5,2
1520,GOM04164,23,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.3114482127,-91.5359613647,44.90622861054072,10,9,GULF OF MEXICO,1,0,0,0,6
1521,GOM04165,24,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.3115262104,-91.5358133606,44.90622861054072,10,9,GULF OF MEXICO,2,2,1,3,5
1522,GOM04166,25,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.3116302076,-91.5356693562,44.90622861054072,10,9,GULF OF MEXICO,0,1,2,1,1
1523,GOM04167,26,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.3117352947,-91.5355224418,30.90485968514716,10,9,GULF OF MEXICO,0,3,3,5,2
1524,GOM04168,30,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.3116276181,-91.5358014689,24.791238877481177,10,9,GULF OF MEXICO,1,0,0,0,6
1525,GOM04169,A,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.3102655801,-92.009261981,49.90554414784394,215,78,GULF OF MEXICO,1,0,0,0,6
1526,GOM04170,C,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.2998707492,-91.9926173537,48.90622861054072,216,78,GULF OF MEXICO,1,0,0,0,0
1527,GOM04172,F,IN SERVICE,"ANGLO-SUISSE OFFSHORE PARTNERS, LLC",UNKNOWN,28.8105580557,-89.79231924,49.90554414784394,200,23,GULF OF MEXICO,2,2,1,3,5
1528,GOM04173,L,IN SERVICE,GOM SHELF LLC,BOTH,28.9523839106,-89.8222518518,57.90554414784394,135,21,GULF OF MEXICO,2,2,1,3,5
1529,GOM04174,I,IN SERVICE,GOM SHELF LLC,BOTH,28.9523857256,-89.8230930453,58.90485968514716,135,21,GULF OF MEXICO,1,0,0,0,0
1530,GOM04175,A,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.9465586788,-89.7064057719,60.90622861054072,168,17,GULF OF MEXICO,2,2,1,2,3
1531,GOM04176,A-TWR,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.9471106626,-89.7065527877,55.90691307323751,168,17,GULF OF MEXICO,0,3,3,5,2
1532,GOM04177,QTRS,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.9476936473,-89.7062937844,59.90691307323751,168,17,GULF OF MEXICO,1,0,0,0,6
1533,GOM04178,D,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.9476966463,-89.706511795,58.90485968514716,168,17,GULF OF MEXICO,0,3,4,4,4
1534,GOM04179,H,IN SERVICE,"COCHON PROPERTIES, LLC",BOTH,29.1058678389,-89.6316780654,53.90554414784394,53,10,GULF OF MEXICO,2,2,2,1,1
1535,GOM04180,C,IN SERVICE,"COCHON PROPERTIES, LLC",BOTH,29.1072803029,-89.6316170851,67.9069130732375,53,10,GULF OF MEXICO,2,2,1,3,6
1536,GOM04181,CQ,IN SERVICE,"COCHON PROPERTIES, LLC",UNKNOWN,29.1072767627,-89.6313320912,61.90554414784394,53,10,GULF OF MEXICO,0,1,1,2,3
1537,GOM04182,C,IN SERVICE,CHEVRON USA INC.,NONE,29.398628749,-89.0123228639,59.90691307323751,39,9,GULF OF MEXICO,2,2,1,3,5
1538,GOM04183,N(N),IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.398627749,-89.0123108634,52.90622861054072,39,9,GULF OF MEXICO,1,0,0,0,0
1539,GOM04185,3-CMP,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,29.1789111953,-89.5533416934,61.90554414784394,25,3,GULF OF MEXICO,1,0,0,0,6
1540,GOM04186,3-PRD,IN SERVICE,MCMORAN OIL & GAS LLC,NONE,29.1781894792,-89.5518439203,61.90554414784394,25,3,GULF OF MEXICO,1,0,0,0,0
1541,GOM04187,3-PWR,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,29.1785923195,-89.552545056,61.90554414784394,25,3,GULF OF MEXICO,1,0,0,0,6
1542,GOM04189,CA #1,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.1904501636,-91.6171326054,49.90554414784394,25,17,GULF OF MEXICO,1,0,0,0,0
1543,GOM04190,A-PRD,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.1902641677,-91.6171786056,48.90622861054072,25,17,GULF OF MEXICO,1,0,0,0,0
1544,GOM04191,FVA,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.1902431668,-91.6167395953,48.90622861054072,25,17,GULF OF MEXICO,1,0,0,0,6
1545,GOM04192,A-AUX,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.1903036076,-91.617404401,18.96235455167693,25,17,GULF OF MEXICO,1,0,0,0,0
1546,GOM04201,CA,IN SERVICE,CHEVRON USA INC.,NONE,28.9910199855,-91.8745948514,50.90485968514716,40,33,GULF OF MEXICO,0,1,1,2,3
1547,GOM04202,A-PRD,IN SERVICE,CHEVRON USA INC.,UNKNOWN,28.9908819903,-91.8747498537,45.90554414784394,40,33,GULF OF MEXICO,1,0,0,0,0
1548,GOM04203,E-QTRS,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,29.1485077132,-89.6760624593,69.90554414784394,50,8,GULF OF MEXICO,2,2,1,3,5
1549,GOM04204,E-CMP,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.1485037122,-89.6757494444,69.90554414784394,50,8,GULF OF MEXICO,2,2,1,3,5
1550,GOM04205,E-DRL,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.1487267016,-89.6759684613,69.90554414784394,50,8,GULF OF MEXICO,1,0,0,0,6
1551,GOM04209,1,IN SERVICE,"ARENA OFFSHORE, LP",NONE,29.247942396,-91.3961399798,49.90554414784394,12,10,GULF OF MEXICO,2,2,1,3,5
1552,GOM04213,B,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,28.298209163,-92.0119338685,49.90554414784394,215,79,GULF OF MEXICO,1,0,0,0,0
1553,GOM04214,D,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.2992223609,-92.0111361344,45.90554414784394,215,79,GULF OF MEXICO,1,0,0,0,6
1554,GOM04215,C,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.085993807,-91.87380591,48.90622861054072,30,26,GULF OF MEXICO,1,0,0,0,0
1555,GOM04217,G,IN SERVICE,"APACHE SHELF, INC.",UNKNOWN,28.2936827831,-91.7129433624,48.90622861054072,227,69,GULF OF MEXICO,2,2,1,3,5
1556,GOM04220,B-DRL,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.253434916,-91.7518175294,48.90622861054072,235,90,GULF OF MEXICO,1,0,0,0,0
1557,GOM04228,5,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.4518557704,-92.5203049169,49.90554414784394,38,7,GULF OF MEXICO,0,3,3,5,2
1558,GOM04229,9,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.4518987629,-92.5198869066,44.90622861054072,38,7,GULF OF MEXICO,0,3,3,5,2
1559,GOM04230,12,IN SERVICE,STONE ENERGY CORP.,NONE,28.8099580668,-90.9077248326,48.90622861054072,45,18,GULF OF MEXICO,1,0,0,0,0
1560,GOM04231,F,IN SERVICE,GOM SHELF LLC,BOTH,29.0038138416,-89.9445205263,48.90622861054072,100,19,GULF OF MEXICO,1,0,0,0,0
1561,GOM04232,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.2886915462,-91.8824144469,48.90622861054072,225,75,GULF OF MEXICO,1,0,0,0,6
1562,GOM04234,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,NONE,28.2517504448,-91.8634171516,48.90622861054072,239,77,GULF OF MEXICO,0,1,4,2,3
1563,GOM04236,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.3170369165,-91.909070737,48.90622861054072,216,74,GULF OF MEXICO,1,0,0,0,0
1564,GOM04237,A-PRD,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.3173729076,-91.9090727448,47.90691307323751,216,74,GULF OF MEXICO,0,1,2,1,1
1565,GOM04238,SA-2,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.3170389143,-91.9086047258,47.90691307323751,216,74,GULF OF MEXICO,0,1,4,4,4
1566,GOM04249,A,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.2741421995,-92.1042132463,47.90691307323751,217,83,GULF OF MEXICO,1,0,0,0,0
1567,GOM04255,D,IN SERVICE,APACHE CORP.,NONE,29.1010791077,-91.8686425415,47.90691307323751,32,25,GULF OF MEXICO,1,0,0,0,0
1568,GOM04258,C,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.6707169479,-91.9702648093,47.90691307323751,126,55,GULF OF MEXICO,1,0,0,0,6
1569,GOM04259,C-PRD,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.6703839607,-91.9708858187,46.90485968514716,126,55,GULF OF MEXICO,2,2,1,3,5
1570,GOM04260,E-CMP,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,28.6711589332,-91.9697718052,43.90691307323751,126,55,GULF OF MEXICO,0,3,3,5,2
1571,GOM04261,F,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.6711379405,-91.9708158317,39.90691307323751,126,55,GULF OF MEXICO,0,1,2,1,1
1572,GOM04263,B,IN SERVICE,CHEVRON USA INC.,BOTH,28.9332928849,-90.4134297277,47.90691307323751,57,8,GULF OF MEXICO,1,0,0,0,6
1573,GOM04269,A,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,28.1222480857,-92.9761979337,48.90622861054072,275,102,GULF OF MEXICO,1,0,0,0,0
1574,GOM04272,A,IN SERVICE,CHEVRON USA INC.,BOTH,29.0847675299,-88.7045703539,48.90622861054072,340,18,GULF OF MEXICO,1,0,0,0,0
1575,GOM04273,A,IN SERVICE,CHEVRON USA INC.,BOTH,28.9287296954,-90.35336459,48.90622861054072,57,8,GULF OF MEXICO,2,2,1,3,5
1576,GOM04274,J,IN SERVICE,CHEVRON USA INC.,UNKNOWN,28.9290488848,-90.3527080139,25.371663244353183,57,8,GULF OF MEXICO,1,0,0,0,0
1577,GOM04275,C,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.5491369111,-90.0687484949,48.90622861054072,210,38,GULF OF MEXICO,2,2,1,1,1
1578,GOM04276,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,29.3403760353,-92.5640221799,48.90622861054072,44,15,GULF OF MEXICO,1,0,0,0,0
1579,GOM04277,E-AUX1,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.4401460098,-92.4957951561,48.90622861054072,36,8,GULF OF MEXICO,1,0,0,0,6
1580,GOM04278,E,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.4401426837,-92.4961064067,48.90622861054072,36,8,GULF OF MEXICO,2,2,1,3,5
1581,GOM04279,E-7,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.440413113,-92.4957574125,42.90485968514716,36,8,GULF OF MEXICO,1,0,0,0,0
1582,GOM04280,E-AUX2,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.4399548416,-92.4971941851,33.90554414784394,36,8,GULF OF MEXICO,2,2,1,3,5
1583,GOM04281,D,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,NATURAL GAS,28.4013524164,-91.2873721558,48.90622861054072,180,49,GULF OF MEXICO,1,0,0,0,0
1584,GOM04282,B,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.4859041218,-91.3209887144,45.90554414784394,144,45,GULF OF MEXICO,2,2,1,3,5
1585,GOM04286,B,IN SERVICE,"ENERGY XXI GOM, LLC",NATURAL GAS,28.1459236226,-92.9796494358,48.90622861054072,275,101,GULF OF MEXICO,0,1,2,1,1
1586,GOM04287,B,IN SERVICE,CHEVRON USA INC.,BOTH,28.68944634,-92.2667112546,48.90622861054072,127,58,GULF OF MEXICO,1,0,0,0,0
1587,GOM04291,F,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.4893031009,-92.3569029899,47.90691307323751,165,71,GULF OF MEXICO,1,0,0,0,0
1588,GOM04292,5,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.069910957,-91.274482438,47.90691307323751,18,11,GULF OF MEXICO,0,1,4,4,4
1589,GOM04293,C-DRILL,IN SERVICE,CHEVRON USA INC.,BOTH,28.6187824494,-90.9950714238,47.90691307323751,50,35,GULF OF MEXICO,0,1,4,4,4
1590,GOM04294,C-PRD,IN SERVICE,CHEVRON USA INC.,UNKNOWN,28.6185624541,-90.9950714217,46.90485968514716,50,35,GULF OF MEXICO,1,0,0,0,6
1591,GOM04295,E,IN SERVICE,CHEVRON USA INC.,BOTH,28.6193714379,-90.9949224264,42.90485968514716,50,35,GULF OF MEXICO,0,1,2,1,1
1592,GOM04304,220,IN SERVICE,"WHITNEY OIL & GAS, LLC",UNKNOWN,28.9829350217,-89.2556716606,48.90622861054072,50,4,GULF OF MEXICO,1,0,0,0,0
