,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,age,WATERDEPTH,DISTLAND,REGION,kmeans_3_label,kmeans_4_label,kmeans_5_label,kmeans_6_label,kmeans_7_label
150,GOM00377,25,IN SERVICE,CHEVRON USA INC.,BOTH,29.6832077238,-93.7475269437,23.770020533880903,25,4,GULF OF MEXICO,1,0,0,0,0
151,GOM00378,A,IN SERVICE,"CASTEX OFFSHORE, INC.",NONE,28.6724338792,-92.4467387115,23.49075975359343,118,59,GULF OF MEXICO,1,0,0,0,0
152,GOM00381,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.2557990921,-92.5157458777,23.449691991786448,215,88,GULF OF MEXICO,0,1,2,1,1
153,GOM00384,A (HICKORY),IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.3095394237,-90.0706104058,23.255304585900067,326,54,GULF OF MEXICO,1,0,0,0,6
154,GOM00385,A (TANZANITE),IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.1641363765,-91.3690434191,23.23066392881588,315,66,GULF OF MEXICO,2,2,1,3,5
155,GOM00387,D,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.2238181627,-91.5802222148,23.65776865160849,17,14,GULF OF MEXICO,0,1,2,1,1
156,GOM00391,A,IN SERVICE,"CASTEX OFFSHORE, INC.",BOTH,28.3366496636,-92.0501158006,23.60574948665298,205,78,GULF OF MEXICO,1,0,0,0,6
157,GOM00395,G,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9390452505,-90.742751716,23.055441478439427,37,11,GULF OF MEXICO,1,0,0,0,6
158,GOM00396,A,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.9854608578,-88.5115633212,23.906913073237508,92,21,GULF OF MEXICO,0,1,4,4,4
159,GOM00399,CAIS.#39,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.132705062,-91.1796639902,23.45516769336071,12,5,GULF OF MEXICO,0,1,2,1,1
160,GOM00402,H,IN SERVICE,CHEVRON USA INC.,BOTH,29.6751810833,-93.7605745462,23.468856947296374,21,3,GULF OF MEXICO,1,0,0,0,0
161,GOM00405,D (LYNX),IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.5779045683,-91.8860651385,23.47433264887064,143,59,GULF OF MEXICO,0,1,4,4,4
162,GOM00411,CAIS.#15,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.5094555715,-93.2786215899,22.9678302532512,42,17,GULF OF MEXICO,0,1,2,1,1
163,GOM00412,A,IN SERVICE,APACHE CORP.,UNKNOWN,29.6418631308,-88.8817812919,23.460643394934976,40,4,GULF OF MEXICO,1,0,0,0,0
164,GOM00413,A,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,29.46982081,-93.9094128968,22.973305954825463,40,14,GULF OF MEXICO,0,3,3,5,2
165,GOM00415,B,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",BOTH,28.4592871181,-90.3972820156,23.40041067761807,153,49,GULF OF MEXICO,1,0,0,0,0
166,GOM00416,B-AUX,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",UNKNOWN,28.4591439342,-90.3964930699,22.40657084188912,153,49,GULF OF MEXICO,1,0,0,0,0
167,GOM00417,B-PROD,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",UNKNOWN,28.4585199203,-90.3961316971,21.95208761122519,153,49,GULF OF MEXICO,0,1,2,1,1
168,GOM00419,A,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",BOTH,28.1503156258,-92.1809239676,23.906913073237508,262,93,GULF OF MEXICO,1,0,0,0,0
169,GOM00421,A,IN SERVICE,"TRANSCONTINENTAL GAS PIPE LINE CO., LLC",UNKNOWN,28.9600824577,-91.6423216456,64.90622861054072,65,29,GULF OF MEXICO,2,2,1,3,5
170,GOM00422,A,IN SERVICE,CHEVRON USA INC.,BOTH,28.6130097285,-91.4617136246,23.329226557152637,108,48,GULF OF MEXICO,2,2,2,1,1
171,GOM00429,I,IN SERVICE,GOM SHELF LLC,NATURAL GAS,28.9739006453,-89.9542052581,23.033538672142367,100,20,GULF OF MEXICO,0,1,2,1,1
172,GOM00432,E,IN SERVICE,TANA EXPLORATION CO. LLC,UNKNOWN,29.020889275,-89.5315706015,23.72621492128679,49,8,GULF OF MEXICO,2,2,1,3,5
173,GOM00433,24,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.0616686552,-91.2931282128,23.359342915811087,17,12,GULF OF MEXICO,1,0,0,0,0
174,GOM00439,B,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",NONE,28.405116583,-93.9415502572,23.21697467488022,177,77,GULF OF MEXICO,2,2,1,3,5
175,GOM00440,F PUMP,IN SERVICE,UNOCAL PIPELINE CO.,UNKNOWN,28.5272264596,-90.9064515791,59.90691307323751,97,35,GULF OF MEXICO,2,2,1,3,5
176,GOM00443,5,IN SERVICE,TALOS ENERGY OFFSHORE LLC,NONE,28.9968094276,-90.5173947141,22.92950034223135,35,4,GULF OF MEXICO,0,1,4,4,4
177,GOM00444,CAIS.F,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.109422327,-91.8961517836,22.746064339493497,36,25,GULF OF MEXICO,2,2,1,3,5
178,GOM00446,A,IN SERVICE,"ROOSTER PETROLEUM, LLC",BOTH,28.0987982151,-92.2341211132,23.23887748117728,302,97,GULF OF MEXICO,1,0,0,0,0
179,GOM00449,A,IN SERVICE,"EPL OIL & GAS, INC.",UNKNOWN,28.9487912434,-92.724530278,23.208761122518823,85,44,GULF OF MEXICO,1,0,0,0,0
180,GOM00453,A,IN SERVICE,"FAIRWAYS OFFSHORE EXPLORATION, INC.",UNKNOWN,28.3119131725,-90.7916455642,23.184120465434635,184,50,GULF OF MEXICO,0,3,3,5,2
181,GOM00454,B,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,28.1062373716,-93.9318992173,23.07460643394935,231,96,GULF OF MEXICO,1,0,0,0,6
182,GOM00455,A,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",UNKNOWN,28.0864078142,-92.6315567647,23.1211498973306,308,101,GULF OF MEXICO,0,1,2,1,1
183,GOM00460,A-PRINCE TLP,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",BOTH,27.9929389649,-90.3258832219,22.362765229295004,1500,80,GULF OF MEXICO,0,3,3,5,2
184,GOM00464,CAIS.#37,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.9972207979,-91.5171524757,22.978781656399725,35,22,GULF OF MEXICO,0,1,2,1,1
185,GOM00465,CAIS.#37-H,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,28.9971355503,-91.5171523145,22.978781656399725,35,22,GULF OF MEXICO,0,1,2,1,1
186,GOM00469,C,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,29.3934213589,-93.321845503,22.989733059548254,34,25,GULF OF MEXICO,2,2,1,2,3
187,GOM00470,A(NANSEN SPAR),IN SERVICE,ANADARKO PETROLEUM CORP.,BOTH,27.3674334664,-94.4678305869,22.04791238877481,3675,142,GULF OF MEXICO,1,0,0,0,6
188,GOM00471,A-BOOMVANG SPAR,IN SERVICE,ANADARKO PETROLEUM CORP.,BOTH,27.3538639263,-94.6254961466,21.58521560574949,3650,113,GULF OF MEXICO,1,0,0,0,0
189,GOM00473,B,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.1338742177,-94.4391035501,23.006160164271048,194,75,GULF OF MEXICO,2,2,1,3,5
190,GOM00479,TK BAT 3,IN SERVICE,"PALM ENERGY OFFSHORE, LLC",UNKNOWN,29.0139000274,-89.3948089243,,25,1,GULF OF MEXICO,2,2,1,3,5
191,GOM00487,A,IN SERVICE,"VIRGIN OFFSHORE USA, INC.",UNKNOWN,29.1820321831,-92.8645405997,22.965092402464062,64,30,GULF OF MEXICO,0,1,4,4,4
192,GOM00488,1,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.1749418842,-93.646358675,22.93497604380561,58,36,GULF OF MEXICO,1,0,0,0,0
193,GOM00489,B,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.1749418842,-93.646358675,14.157426420260096,58,36,GULF OF MEXICO,2,2,1,3,5
194,GOM00491,B,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.4523142109,-92.9252477157,22.65845311430527,166,79,GULF OF MEXICO,2,2,1,3,5
195,GOM00494,2,IN SERVICE,TANA EXPLORATION CO. LLC,NONE,29.0041992273,-89.5562363522,22.729637234770703,60,10,GULF OF MEXICO,1,0,0,0,0
196,GOM00495,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.4313403788,-92.0637613892,22.417522245037645,191,73,GULF OF MEXICO,1,0,0,0,0
197,GOM00496,J,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,NATURAL GAS,28.4385434696,-91.2735507578,22.798083504449007,162,46,GULF OF MEXICO,2,2,1,3,5
198,GOM00500,AJ,IN SERVICE,"VIRGIN OFFSHORE USA, INC.",UNKNOWN,28.4932907418,-93.4767428167,22.989733059548254,144,84,GULF OF MEXICO,0,1,2,1,1
199,GOM00501,A,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,28.917129548,-93.4009371998,22.85284052019165,78,58,GULF OF MEXICO,1,0,0,0,0
200,GOM00502,B,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.0451028534,-89.9349228745,22.86105407255305,82,12,GULF OF MEXICO,1,0,0,0,0
201,GOM00503,P,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,28.5494924807,-90.8535884386,22.811772758384667,84,33,GULF OF MEXICO,1,0,0,0,0
202,GOM00505,A(HORN MOUNTAIN,IN SERVICE,FREEPORT-MCMORAN OIL & GAS LLC,BOTH,28.8662521024,-88.056262849,21.415468856947296,5400,87,GULF OF MEXICO,2,2,1,3,5
203,GOM00506,C,IN SERVICE,MCMORAN OIL & GAS LLC,UNKNOWN,28.7071723266,-91.5062288304,22.633812457221083,86,39,GULF OF MEXICO,2,2,1,3,5
204,GOM00512,3,IN SERVICE,MCMORAN OIL & GAS LLC,BOTH,28.9742164357,-91.1489200485,22.480492813141684,26,12,GULF OF MEXICO,0,3,3,5,2
205,GOM00513,F,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.5054714122,-93.2949753365,21.869952087611225,42,17,GULF OF MEXICO,1,0,0,0,0
206,GOM00519,D,IN SERVICE,"RENAISSANCE OFFSHORE, LLC",BOTH,28.0858144894,-92.5388895481,22.65571526351814,306,100,GULF OF MEXICO,0,3,3,5,2
207,GOM00520,12,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.9643139146,-91.4834532491,22.40109514031485,40,23,GULF OF MEXICO,1,0,0,0,0
208,GOM00522,A,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.2847514987,-88.4433632535,22.527036276522928,231,34,GULF OF MEXICO,1,0,0,0,0
209,GOM00528,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.7657694076,-92.3606720831,22.633812457221083,116,52,GULF OF MEXICO,0,1,4,4,4
210,GOM00529,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.9462370762,-91.3210278706,21.905544147843944,28,40,GULF OF MEXICO,1,0,0,0,0
211,GOM00530,C,IN SERVICE,"ENVEN ENERGY VENTURES, LLC",NONE,28.4642150192,-90.412352129,22.65571526351814,153,40,GULF OF MEXICO,1,0,0,0,0
212,GOM00532,24,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.4487190461,-92.1965743992,22.590006844626966,16,7,GULF OF MEXICO,2,2,1,3,5
213,GOM00533,3,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,29.2512794394,-93.6056001774,22.576317590691307,47,32,GULF OF MEXICO,1,0,0,0,0
214,GOM00535,C(JUNCTION PLAT,IN SERVICE,BLUE DOLPHIN PIPE LINE CO.,UNKNOWN,28.8941461536,-94.7043920838,22.5927446954141,40,25,GULF OF MEXICO,1,0,0,0,0
215,GOM00536,D,IN SERVICE,TALOS ENERGY OFFSHORE LLC,NONE,28.9880422812,-90.5129618191,22.666666666666668,38,5,GULF OF MEXICO,0,1,2,1,1
216,GOM00539,A,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.3164515735,-88.9204866545,22.54346338124572,91,9,GULF OF MEXICO,1,0,0,0,0
217,GOM00540,C,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,29.4492553741,-94.1188243146,22.286105407255302,45,12,GULF OF MEXICO,1,0,0,0,0
218,GOM00542,D,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,29.4080577059,-93.3037225489,22.409308692676248,45,24,GULF OF MEXICO,1,0,0,0,0
219,GOM00543,A,IN SERVICE,"RENAISSANCE OFFSHORE, LLC",BOTH,28.0682783308,-92.6597807555,22.48870636550308,322,103,GULF OF MEXICO,1,0,0,0,0
220,GOM00547,210,IN SERVICE,CHEVRON USA INC.,NONE,29.4685959058,-92.107706033,22.62559890485969,12,8,GULF OF MEXICO,1,0,0,0,6
221,GOM00548,JP,IN SERVICE,"WILLIAMS OIL GATHERING, LLC",UNKNOWN,27.9168456752,-94.7863869753,22.184804928131417,363,74,GULF OF MEXICO,2,2,1,3,5
222,GOM00550,F,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,28.4440370372,-90.3812960913,22.527036276522928,155,41,GULF OF MEXICO,0,1,2,1,1
223,GOM00551,JD,IN SERVICE,SHELL OFFSHORE INC.,UNKNOWN,28.1718458794,-95.5776337442,22.417522245037645,133,36,GULF OF MEXICO,1,0,0,0,0
224,GOM00553,A,IN SERVICE,TANA EXPLORATION CO. LLC,UNKNOWN,29.6368966399,-88.4876788106,22.362765229295004,130,23,GULF OF MEXICO,0,1,2,1,1
225,GOM00555,E,IN SERVICE,TALOS ENERGY OFFSHORE LLC,BOTH,28.9329097388,-90.4736727737,22.239561943874055,52,8,GULF OF MEXICO,1,0,0,0,6
226,GOM00556,H,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.0836362285,-91.8916906489,21.72758384668036,42,27,GULF OF MEXICO,0,1,4,4,4
227,GOM00561,JP,IN SERVICE,"WILLIAMS FIELD SERVICES - GULF COAST CO., LP",NONE,29.3310228124,-88.1018974791,22.105407255304584,299,54,GULF OF MEXICO,1,0,0,0,0
228,GOM00564,A,IN SERVICE,"RENAISSANCE OFFSHORE, LLC",BOTH,27.9696134322,-92.5279548132,22.2340862422998,389,108,GULF OF MEXICO,1,0,0,0,0
229,GOM00571,A,IN SERVICE,TANA EXPLORATION CO. LLC,UNKNOWN,29.5769439303,-88.4728019542,22.17111567419576,150,40,GULF OF MEXICO,1,0,0,0,6
230,GOM00575,29,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.784475432,-90.2142317584,22.17385352498289,97,20,GULF OF MEXICO,1,0,0,0,0
231,GOM00576,CAIS.#212,IN SERVICE,"EPL OIL & GAS, INC.",NATURAL GAS,29.3174213083,-91.8651341133,22.428473648186174,20,11,GULF OF MEXICO,1,0,0,0,0
232,GOM00578,A,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",BOTH,28.5275878013,-91.884519181,22.36550308008213,156,61,GULF OF MEXICO,1,0,0,0,0
233,GOM00582,A(NA KIKA FPDS),IN SERVICE,BP EXPLORATION & PRODUCTION INC.,BOTH,28.5211512137,-88.288792823,20.32306639288159,6340,59,GULF OF MEXICO,1,0,0,0,0
234,GOM00585,B,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.607702041,-91.6302533539,22.31622176591376,121,48,GULF OF MEXICO,1,0,0,0,0
235,GOM00586,C,IN SERVICE,"ARENA OFFSHORE, LP",NONE,28.5792448216,-91.656721336,22.302532511978097,134,51,GULF OF MEXICO,2,2,1,3,5
236,GOM00587,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.770437428,-91.2494215837,21.637234770705,44,33,GULF OF MEXICO,0,1,4,4,4
237,GOM00589,D,IN SERVICE,MCMORAN OIL & GAS LLC,NONE,28.2501855075,-94.0895139646,22.094455852156056,185,82,GULF OF MEXICO,2,2,1,3,5
238,GOM00592,G,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.453976392,-90.3834926416,22.28062970568104,165,41,GULF OF MEXICO,0,1,2,1,1
239,GOM00595,CAIS.#216,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.3264971891,-91.8926538743,22.26694045174538,20,10,GULF OF MEXICO,1,0,0,0,0
240,GOM00602,B,IN SERVICE,APACHE CORP.,UNKNOWN,29.0958209176,-89.8584105767,22.23134839151266,70,12,GULF OF MEXICO,1,0,0,0,6
241,GOM00603,C,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.2421116119,-92.1283492837,21.83436002737851,228,86,GULF OF MEXICO,1,0,0,0,0
242,GOM00607,A,IN SERVICE,"APACHE SHELF, INC.",UNKNOWN,29.1643605964,-94.2844770078,21.620807665982205,48,26,GULF OF MEXICO,1,0,0,0,6
243,GOM00608,A(HOLSTEIN SPAR,IN SERVICE,FREEPORT-MCMORAN OIL & GAS LLC,BOTH,27.3215077087,-90.535522989,19.485284052019164,4340,119,GULF OF MEXICO,2,2,1,3,5
244,GOM00609,1,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",UNKNOWN,29.4111678484,-93.3815244233,21.905544147843944,34,24,GULF OF MEXICO,0,1,4,2,3
245,GOM00617,I,IN SERVICE,CHEVRON USA INC.,BOTH,28.6326826566,-90.9786100377,22.1492128678987,60,28,GULF OF MEXICO,1,0,0,0,0
246,GOM00620,A,IN SERVICE,"VIRGIN OFFSHORE USA, INC.",UNKNOWN,29.6738686867,-93.4000785184,22.138261464750173,33,6,GULF OF MEXICO,1,0,0,0,0
247,GOM00621,3,IN SERVICE,"VIRGIN OFFSHORE USA, INC.",UNKNOWN,29.6738686867,-93.4000785184,16.320328542094455,33,6,GULF OF MEXICO,2,2,1,3,6
248,GOM00622,J,IN SERVICE,STONE ENERGY CORP.,BOTH,28.4977573207,-92.3398072095,21.99041752224504,173,71,GULF OF MEXICO,1,0,0,0,0
249,GOM00624,D (CYRUS),IN SERVICE,CHEVRON USA INC.,BOTH,27.9105044492,-94.396622829,21.54962354551677,440,88,GULF OF MEXICO,1,0,0,0,0
250,GOM00626,A,IN SERVICE,CHEVRON USA INC.,BOTH,29.6367061501,-88.0921100619,22.072553045859,120,32,GULF OF MEXICO,1,0,0,0,0
251,GOM00631,CAIS.F,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.63404169,-93.1891276884,21.659137577002053,37,9,GULF OF MEXICO,1,0,0,0,6
252,GOM00633,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.4851941479,-92.7422232897,22.05338809034908,183,75,GULF OF MEXICO,1,0,0,0,6
253,GOM00634,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,NONE,29.8834510743,-88.4687377125,22.90485968514716,103,-999,GULF OF MEXICO,1,0,0,0,6
254,GOM00636,B,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.2977841354,-88.9204930269,21.869952087611225,102,8,GULF OF MEXICO,0,1,2,1,1
255,GOM00637,I,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.079404688,-91.8869966403,21.39082819986311,44,27,GULF OF MEXICO,0,3,3,5,2
256,GOM00639,L,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.1773493378,-89.626230997,21.28952772073922,37,5,GULF OF MEXICO,0,1,4,2,3
257,GOM00640,CAIS.#217,IN SERVICE,"EPL OIL & GAS, INC.",NONE,29.3172197705,-91.8646508723,21.73305954825462,23,11,GULF OF MEXICO,1,0,0,0,6
258,GOM00641,7,IN SERVICE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",NONE,29.3910573175,-93.3028455214,21.56605065023956,38,25,GULF OF MEXICO,1,0,0,0,6
259,GOM00642,A,IN SERVICE,"RENAISSANCE OFFSHORE, LLC",BOTH,28.0883133898,-90.6722658975,20.95824777549624,460,65,GULF OF MEXICO,2,2,1,3,5
260,GOM00643,CAIS.B,IN SERVICE,UNION OIL CO. OF CALIFORNIA,NONE,29.3645179028,-91.7891249084,21.77138945927447,17,7,GULF OF MEXICO,0,1,2,1,1
261,GOM00645,A,IN SERVICE,POGO PRODUCING CO.,UNKNOWN,29.5097486443,-92.047261946,59.90691307323751,14,3,GULF OF MEXICO,1,0,0,0,6
262,GOM00648,A(MATTERHORN SE,IN SERVICE,"W & T ENERGY VI, LLC",BOTH,28.7425113444,-88.8256661775,20.32032854209445,2850,30,GULF OF MEXICO,0,1,4,2,3
263,GOM00650,A-MEDUSA SPAR,IN SERVICE,MURPHY EXPLORATION & PRODUCTION CO. - USA,BOTH,28.3926579332,-89.4535067846,20.306639288158795,2223,36,GULF OF MEXICO,1,0,0,0,0
264,GOM00651,H,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,29.4188736316,-93.4081232267,21.234770704996578,40,23,GULF OF MEXICO,0,1,2,1,1
265,GOM00653,E,IN SERVICE,"PROTEUS OIL PIPELINE CO., LLC",UNKNOWN,28.6976249273,-89.395965983,19.263518138261464,392,15,GULF OF MEXICO,1,0,0,0,6
266,GOM00654,C,IN SERVICE,"ARENA OFFSHORE, LP",BOTH,28.510321567,-91.5913365429,21.44558521560575,111,53,GULF OF MEXICO,0,1,4,4,4
267,GOM00655,C,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.5005523019,-93.2958160547,21.905544147843944,42,18,GULF OF MEXICO,2,2,1,3,5
268,GOM00659,B,IN SERVICE,TANA EXPLORATION CO. LLC,NONE,29.4973238296,-93.5365821011,21.61259411362081,37,18,GULF OF MEXICO,1,0,0,0,0
269,GOM00661,A(THUNDER HORSE,IN SERVICE,BP EXPLORATION & PRODUCTION INC.,BOTH,28.1908685542,-88.4955908302,18.65845311430527,6200,66,GULF OF MEXICO,1,0,0,0,6
270,GOM00662,C,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.3062200257,-88.921991102,21.00479123887748,92,12,GULF OF MEXICO,2,2,1,3,6
271,GOM00666,A,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,28.7197949431,-94.8372149107,21.3388090349076,83,29,GULF OF MEXICO,1,0,0,0,6
272,GOM00667,A,IN SERVICE,"TARPON OPERATING & DEVELOPMENT, LLC",UNKNOWN,28.006909228,-92.120713203,21.472963723477072,316,99,GULF OF MEXICO,1,0,0,0,0
273,GOM00671,A,IN SERVICE,"W & T OFFSHORE, INC.",NATURAL GAS,28.0713982013,-93.3615902755,21.475701574264203,288,112,GULF OF MEXICO,1,0,0,0,6
274,GOM00672,B,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,UNKNOWN,29.4932534134,-94.0193726241,21.4839151266256,40,12,GULF OF MEXICO,0,1,2,1,1
275,GOM00685,A,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,29.5577356119,-93.2331366419,21.245722108145102,43,15,GULF OF MEXICO,1,0,0,0,0
276,GOM00688,A,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,29.6598812083,-93.6674923824,21.12251882272416,32,6,GULF OF MEXICO,1,0,0,0,6
277,GOM00693,B,IN SERVICE,"ENERGY XXI GOM, LLC",UNKNOWN,29.0432425709,-91.6994928858,20.36413415468857,27,27,GULF OF MEXICO,1,0,0,0,0
278,GOM00695,A,IN SERVICE,"TARPON OPERATING & DEVELOPMENT, LLC",BOTH,27.8398625643,-93.3218921477,21.00752908966461,484,127,GULF OF MEXICO,1,0,0,0,0
279,GOM00696,#4,IN SERVICE,MCMORAN OIL & GAS LLC,NONE,28.9902843163,-91.1892278238,21.286789869952088,11,14,GULF OF MEXICO,2,2,1,3,5
280,GOM00700,A,IN SERVICE,"MARLIN COASTAL, LLC",UNKNOWN,28.9136258587,-91.3915094273,20.744695414099933,37,23,GULF OF MEXICO,2,2,1,2,3
281,GOM00701,C,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,NONE,28.4675284364,-93.053720209,21.16084873374401,152,80,GULF OF MEXICO,2,2,1,3,5
282,GOM00702,A(DEVILS TOWER,IN SERVICE,ENI US OPERATING CO. INC.,BOTH,28.2090138389,-88.7374897224,19.772758384668037,5610,58,GULF OF MEXICO,2,2,1,2,3
283,GOM00704,C,IN SERVICE,UNION OIL CO. OF CALIFORNIA,NONE,29.3575053114,-91.7860016955,20.810403832991103,17,8,GULF OF MEXICO,1,0,0,0,0
284,GOM00706,C,IN SERVICE,MONFORTE EXPLORATION LLC,UNKNOWN,28.6887932235,-93.3688197835,21.23750855578371,102,73,GULF OF MEXICO,1,0,0,0,0
285,GOM00709,218,IN SERVICE,CHEVRON USA INC.,BOTH,29.4087083915,-91.9924986136,20.733744010951405,11,8,GULF OF MEXICO,1,0,0,0,0
286,GOM00710,A,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.4089257658,-91.9924749111,20.32306639288159,11,8,GULF OF MEXICO,1,0,0,0,0
287,GOM00711,B (HEADER PLTF.,IN SERVICE,CHEVRON USA INC.,UNKNOWN,29.4092364977,-91.9924769585,19.718001368925396,11,8,GULF OF MEXICO,2,2,1,3,5
288,GOM00714,H,IN SERVICE,"W & T OFFSHORE, INC.",NONE,29.3452704809,-93.1866088325,20.82135523613963,54,28,GULF OF MEXICO,1,0,0,0,0
289,GOM00717,CAIS.#1,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.5553756957,-88.7185193846,21.073237508555785,55,41,GULF OF MEXICO,0,1,2,1,1
290,GOM00722,D,IN SERVICE,"ENERGY XXI GOM, LLC",NONE,29.3262875715,-88.8770877288,20.49555099247091,114,11,GULF OF MEXICO,1,0,0,0,0
291,GOM00723,D,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,28.2929756928,-92.2059250537,20.76386036960985,214,84,GULF OF MEXICO,2,2,1,2,3
292,GOM00725,A,IN SERVICE,ENI US OPERATING CO. INC.,BOTH,29.3340069581,-88.5271056863,20.876112251882272,205,30,GULF OF MEXICO,1,0,0,0,0
293,GOM00727,E,IN SERVICE,STONE ENERGY CORP.,BOTH,29.4765741207,-92.9379344223,21.021218343600275,48,13,GULF OF MEXICO,2,2,1,3,5
294,GOM00728,3,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,29.4765741207,-92.9379344223,16.692676249144423,48,13,GULF OF MEXICO,1,0,0,0,0
295,GOM00729,A(MAD DOG SPAR),IN SERVICE,BP EXPLORATION & PRODUCTION INC.,BOTH,27.1886505298,-90.2687520124,19.329226557152637,4420,134,GULF OF MEXICO,0,1,4,2,3
296,GOM00730,B,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,29.0938456137,-94.3859464429,20.79397672826831,55,26,GULF OF MEXICO,0,1,4,4,4
297,GOM00732,A-MAGNOLIA TLP,IN SERVICE,CONOCOPHILLIPS CO.,BOTH,27.2041338644,-92.2026983527,19.312799452429843,4670,148,GULF OF MEXICO,1,0,0,0,6
298,GOM00733,A,IN SERVICE,"CENTURY EXPLORATION NEW ORLEANS, LLC",OIL,28.706188127,-91.2378317476,19.520876112251884,58,29,GULF OF MEXICO,2,2,1,2,3
299,GOM00734,C,IN SERVICE,"VIRGIN OFFSHORE USA, INC.",UNKNOWN,28.6507027087,-92.66173847,20.635181382614647,122,63,GULF OF MEXICO,2,2,1,3,5
