,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,INSTALL,REMOVAL,WATERDEPTH,DISTLAND,REGION,age,kmeans_label,ahc_label,dbscan_label
1860,GOM01944,A,REMOVED,XTO OFFSHORE INC.,NONE,28.0604357772,-96.5896841699,1995-06-18 00:00:00+00:00,2011/06/12 00:00:00+00,71,18,GULF OF MEXICO,28.432580424366872,0,1,0
1861,GOM01945,C,REMOVED,GOM SHELF LLC,NONE,27.9131945033,-96.5838506381,1995-07-15 00:00:00+00:00,2006/07/31 00:00:00+00,98,17,GULF OF MEXICO,28.358658453114305,0,1,0
1862,GOM01946,B,REMOVED,"EOG RESOURCES, INC.",NONE,27.7307913206,-96.5355451892,1995-09-01 00:00:00+00:00,2011/07/11 00:00:00+00,155,28,GULF OF MEXICO,28.227241615331966,0,1,0
1863,GOM01947,A,REMOVED,"EP ENERGY MANAGEMENT, LLC",NONE,28.1768743987,-94.0327105689,1986-01-01 00:00:00+00:00,2002/08/09 00:00:00+00,219,79,GULF OF MEXICO,37.89185489390828,0,1,0
1864,GOM01948,B,REMOVED,"EP ENERGY MANAGEMENT, LLC",NONE,28.1746145969,-94.0608575758,1986-01-01 00:00:00+00:00,2002/10/24 00:00:00+00,215,79,GULF OF MEXICO,37.89185489390828,0,1,0
1865,GOM01949,1,REMOVED,FOREST OIL CORP.,NONE,29.3224234139,-94.0057752371,1986-01-01 00:00:00+00:00,2001/02/01 00:00:00+00,44,25,GULF OF MEXICO,37.89185489390828,0,1,0
1866,GOM01950,A,REMOVED,HALL-HOUSTON OIL CO.,NONE,28.2867813119,-94.705064565,1986-01-01 00:00:00+00:00,1992/09/12 00:00:00+00,150,60,GULF OF MEXICO,37.89185489390828,0,1,0
1867,GOM01951,A,REMOVED,HALL-HOUSTON OIL CO.,NONE,28.2561098211,-94.6465361899,1986-01-01 00:00:00+00:00,1992/10/20 00:00:00+00,161,70,GULF OF MEXICO,37.89185489390828,0,1,0
1868,GOM01952,A,REMOVED,WALTER OIL & GAS CORP.,NONE,28.8007464679,-94.7355692999,1986-01-01 00:00:00+00:00,1989/09/22 00:00:00+00,71,30,GULF OF MEXICO,37.89185489390828,0,1,0
1869,GOM01953,A,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,28.8805220928,-95.0376677803,1987-01-01 00:00:00+00:00,,65,13,GULF OF MEXICO,36.89253935660506,0,1,0
1870,GOM01954,A,REMOVED,HALL-HOUSTON OIL CO.,NONE,28.3179273683,-94.7049976978,1987-01-01 00:00:00+00:00,1992/09/22 00:00:00+00,149,52,GULF OF MEXICO,36.89253935660506,0,1,0
1871,GOM01955,JC,REMOVED,SHELL OFFSHORE INC.,NONE,29.4946976087,-93.7866661103,1987-01-01 00:00:00+00:00,2001/10/11 00:00:00+00,38,12,GULF OF MEXICO,36.89253935660506,0,1,0
1872,GOM01956,1,REMOVED,HALL-HOUSTON OIL CO.,NONE,28.3362924512,-94.6473945922,1987-01-01 00:00:00+00:00,1990/01/25 00:00:00+00,147,60,GULF OF MEXICO,36.89253935660506,0,1,0
1873,GOM01957,2,REMOVED,HALL-HOUSTON OIL CO.,NONE,28.2938690131,-94.6925821198,1987-01-01 00:00:00+00:00,1992/09/11 00:00:00+00,151,53,GULF OF MEXICO,36.89253935660506,0,1,0
1874,GOM01958,A,REMOVED,"TR OFFSHORE, LLC",NONE,28.8358198137,-94.2605197735,1987-01-01 00:00:00+00:00,2007/08/08 00:00:00+00,84,44,GULF OF MEXICO,36.89253935660506,0,1,0
1875,GOM01959,1,REMOVED,"DEVON SFS OPERATING, INC.",NONE,29.1159404282,-93.8326887134,1987-01-01 00:00:00+00:00,1997/01/13 00:00:00+00,62,41,GULF OF MEXICO,36.89253935660506,0,1,0
1876,GOM01960,1,REMOVED,CORPUS CHRISTI OIL AND GAS CO.,NONE,29.3287713532,-93.8866703854,1987-01-01 00:00:00+00:00,1992/06/29 00:00:00+00,44,22,GULF OF MEXICO,36.89253935660506,0,1,0
1877,GOM01961,2,REMOVED,HALL-HOUSTON OIL CO.,NONE,29.0356989718,-93.9471747394,1987-01-01 00:00:00+00:00,1993/12/31 00:00:00+00,73,42,GULF OF MEXICO,36.89253935660506,0,1,0
1878,GOM01962,3,REMOVED,HALL-HOUSTON OIL CO.,NONE,29.0357159712,-93.9471957401,1987-01-01 00:00:00+00:00,1993/12/31 00:00:00+00,73,42,GULF OF MEXICO,36.89253935660506,0,1,0
1879,GOM01963,2,REMOVED,"DEVON SFS OPERATING, INC.",NONE,29.1129603868,-93.850279214,1987-01-01 00:00:00+00:00,1997/01/09 00:00:00+00,70,41,GULF OF MEXICO,36.89253935660506,0,1,0
1880,GOM01964,3,REMOVED,"DEVON SFS OPERATING, INC.",NONE,29.1088984661,-93.8550813409,1987-01-01 00:00:00+00:00,1997/02/10 00:00:00+00,62,41,GULF OF MEXICO,36.89253935660506,0,1,0
1881,GOM01965,2,REMOVED,HALL-HOUSTON OIL CO.,NONE,29.0650178718,-93.825280358,1987-01-01 00:00:00+00:00,1992/12/06 00:00:00+00,65,45,GULF OF MEXICO,36.89253935660506,0,1,0
1882,GOM01966,A,REMOVED,"SPN RESOURCES, LLC",NONE,29.2606099411,-94.0640804961,1988-01-01 00:00:00+00:00,2008/08/04 00:00:00+00,49,25,GULF OF MEXICO,35.893223819301845,0,1,0
1883,GOM01967,A(REMOVED),REMOVED,HALL-HOUSTON OIL CO.,NONE,29.1075147145,-93.8247244595,1987-01-01 00:00:00+00:00,1997/05/14 00:00:00+00,60,42,GULF OF MEXICO,36.89253935660506,0,1,0
1884,GOM01968,1,REMOVED,SAMEDAN OIL CORP.,NONE,29.3433293214,-94.4852725727,1984-01-01 00:00:00+00:00,1999/07/13 00:00:00+00,44,20,GULF OF MEXICO,39.893223819301845,0,1,0
1885,GOM01969,1,REMOVED,ATLANTIC RICHFIELD CO.,NONE,29.3108160461,-93.9804294021,1985-01-01 00:00:00+00:00,1988/12/31 00:00:00+00,43,23,GULF OF MEXICO,38.8911704312115,0,1,0
1886,GOM01970,A,REMOVED,"NOBLE ENERGY, INC.",NONE,28.0533411332,-95.6333524199,1986-01-01 00:00:00+00:00,2011/08/23 00:00:00+00,162,51,GULF OF MEXICO,37.89185489390828,0,1,0
1887,GOM01971,3,REMOVED,SAMEDAN OIL CORP.,NONE,29.3317866551,-94.4879795329,1985-01-01 00:00:00+00:00,1999/07/25 00:00:00+00,44,20,GULF OF MEXICO,38.8911704312115,0,1,0
1888,GOM01972,1,REMOVED,"ENERGY RESOURCE TECHNOLOGY, INC.",NONE,28.5078953708,-95.6522484249,1988-01-01 00:00:00+00:00,2008/03/30 00:00:00+00,73,13,GULF OF MEXICO,35.893223819301845,0,1,0
1889,GOM01973,12,REMOVED,ANADARKO PETROLEUM CORP.,NONE,29.2359906254,-93.778067425,1988-01-01 00:00:00+00:00,1997/01/20 00:00:00+00,50,32,GULF OF MEXICO,35.893223819301845,0,1,0
