,PLATFRMID,NAME,STATUS,OPERNAME,COMMODITY,LATITUDE,LONGITUDE,INSTALL,REMOVAL,WATERDEPTH,DISTLAND,REGION,age,kmeans_label,ahc_label,dbscan_label
3337,GOM03423,QTR,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.5930431277,-93.1488828941,1982-01-01 00:00:00+00:00,,38,11,GULF OF MEXICO,41.89185489390828,2,1,0
3338,GOM03424,D-AUX,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.5930431277,-93.1488828941,1985-01-01 00:00:00+00:00,,38,11,GULF OF MEXICO,38.8911704312115,0,1,0
3339,GOM03425,28,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.5926751434,-93.1487968981,1986-01-01 00:00:00+00:00,,38,11,GULF OF MEXICO,37.89185489390828,0,1,0
3340,GOM03426,E,REMOVED,BP EXPLORATION & PRODUCTION INC.,NONE,29.6094491755,-93.1207849872,1961-01-01 00:00:00+00:00,1988/12/07 00:00:00+00,38,11,GULF OF MEXICO,62.8911704312115,2,1,0
3341,GOM03427,4,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,29.4037233475,-93.1695495818,1964-01-01 00:00:00+00:00,,48,24,GULF OF MEXICO,59.893223819301845,2,1,0
3342,GOM03428,A,REMOVED,CONOCO INC.,NONE,29.4780361176,-93.2830414472,1970-01-01 00:00:00+00:00,1988/11/15 00:00:00+00,44,20,GULF OF MEXICO,53.89185489390828,2,1,0
3343,GOM03429,A,IN SERVICE,FIELDWOOD ENERGY LLC,NONE,29.5185236363,-93.2845210509,1955-01-01 00:00:00+00:00,,40,16,GULF OF MEXICO,68.89253935660507,2,1,0
3344,GOM03430,A-AUX1,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.518528634,-93.284206046,1958-01-01 00:00:00+00:00,,40,16,GULF OF MEXICO,65.89185489390829,2,1,0
3345,GOM03431,H,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.5192798093,-93.2841672223,2006-12-01 00:00:00+00:00,,40,16,GULF OF MEXICO,16.97741273100616,0,1,0
3346,GOM03432,1,REMOVED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,NONE,29.5998699462,-93.1638601253,1970-01-01 00:00:00+00:00,1996/06/07 00:00:00+00,38,12,GULF OF MEXICO,53.89185489390828,2,1,0
3347,GOM03433,B,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.5412674584,-92.3179182681,1970-01-01 00:00:00+00:00,,152,68,GULF OF MEXICO,53.89185489390828,2,1,0
3348,GOM03434,A,REMOVED,"GENERAL ATLANTIC RESOURCES, INC.",NONE,29.3265192649,-92.1749021264,1962-01-01 00:00:00+00:00,1992/06/19 00:00:00+00,18,15,GULF OF MEXICO,61.89185489390828,2,1,0
3349,GOM03435,A-AUX,REMOVED,"GENERAL ATLANTIC RESOURCES, INC.",NONE,29.3263852681,-92.1749021276,1970-01-01 00:00:00+00:00,1992/06/19 00:00:00+00,18,15,GULF OF MEXICO,53.89185489390828,2,1,0
3350,GOM03436,7,REMOVED,"GENERAL ATLANTIC RESOURCES, INC.",NONE,29.327500066,-92.1617667689,1970-01-01 00:00:00+00:00,1992/06/09 00:00:00+00,15,15,GULF OF MEXICO,53.89185489390828,2,1,0
3351,GOM03437,A,REMOVED,MIDCON EXPLORATION CO. - GULF COAST,NONE,28.9174275993,-92.6161100767,1962-01-01 00:00:00+00:00,1980/12/31 00:00:00+00,90,46,GULF OF MEXICO,61.89185489390828,2,1,0
3352,GOM03438,G,REMOVED,CONOCO INC.,NONE,29.3766115847,-92.9505053904,1966-01-01 00:00:00+00:00,1983/12/31 00:00:00+00,49,20,GULF OF MEXICO,57.89185489390828,2,1,0
3353,GOM03439,E,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1227177347,-91.2304135505,1962-01-01 00:00:00+00:00,1993/10/15 00:00:00+00,15,7,GULF OF MEXICO,61.89185489390828,2,1,0
3354,GOM03440,22,REMOVED,MURPHY EXPLORATION & PRODUCTION CO. - USA,NONE,28.8987827507,-90.6970711602,1973-01-01 00:00:00+00:00,2004/12/02 00:00:00+00,28,7,GULF OF MEXICO,50.8911704312115,2,1,0
3355,GOM03441,9,REMOVED,MURPHY EXPLORATION & PRODUCTION CO. - USA,NONE,28.8992837637,-90.699361219,1962-01-01 00:00:00+00:00,2003/12/01 00:00:00+00,28,9,GULF OF MEXICO,61.89185489390828,2,1,0
3356,GOM03442,6,REMOVED,MURPHY EXPLORATION & PRODUCTION CO. - USA,NONE,28.8971557881,-90.698281157,1961-01-01 00:00:00+00:00,1994/08/15 00:00:00+00,28,12,GULF OF MEXICO,62.8911704312115,2,1,0
3357,GOM03443,88,IN SERVICE,"ENERGY XXI GOM, LLC",BOTH,28.9951385332,-90.2421229368,1966-01-01 00:00:00+00:00,,46,5,GULF OF MEXICO,57.89185489390828,2,1,0
3358,GOM03444,E,REMOVED,"ENERGY XXI GOM, LLC",NONE,29.0245778286,-90.2594565153,1973-01-01 00:00:00+00:00,2008/03/20 00:00:00+00,40,3,GULF OF MEXICO,50.8911704312115,2,1,0
3359,GOM03446,20,IN SERVICE,"WHITNEY OIL & GAS, LLC",UNKNOWN,28.9750153884,-89.2584804399,1968-01-01 00:00:00+00:00,,53,4,GULF OF MEXICO,55.893223819301845,2,1,0
3360,GOM03447,6(V),IN SERVICE,"WHITNEY OIL & GAS, LLC",NONE,28.9750804952,-89.2626074351,1959-01-01 00:00:00+00:00,,14,4,GULF OF MEXICO,64.89253935660507,2,1,0
3361,GOM03448,3,IN SERVICE,"WHITNEY OIL & GAS, LLC",NONE,28.9765984404,-89.2439980487,1973-01-01 00:00:00+00:00,,14,4,GULF OF MEXICO,50.8911704312115,2,1,0
3362,GOM03449,201 V,IN SERVICE,"WHITNEY OIL & GAS, LLC",BOTH,28.9774744088,-89.2626524991,1973-01-01 00:00:00+00:00,,14,4,GULF OF MEXICO,50.8911704312115,2,1,0
3363,GOM03450,C,IN SERVICE,FIELDWOOD ENERGY OFFSHORE LLC,BOTH,29.0639555562,-88.9560267248,1973-01-01 00:00:00+00:00,,192,6,GULF OF MEXICO,50.8911704312115,2,1,0
3364,GOM03451,C-1,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.093526312,-91.2831970828,1981-01-01 00:00:00+00:00,,20,9,GULF OF MEXICO,42.8911704312115,2,1,0
3365,GOM03452,C-2,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.0933893153,-91.2833540867,1981-01-01 00:00:00+00:00,,20,9,GULF OF MEXICO,42.8911704312115,2,1,0
3366,GOM03453,B,REMOVED,"W & T OFFSHORE, INC.",NONE,29.0936233087,-91.2835730978,1949-01-01 00:00:00+00:00,1986/12/31 00:00:00+00,20,9,GULF OF MEXICO,74.89117043121149,2,1,0
3367,GOM03454,C-3(PRODUCTION),IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.0930481151,-91.2829221263,2001-11-26 00:00:00+00:00,,20,9,GULF OF MEXICO,21.99041752224504,0,1,0
3368,GOM03455,6,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1134447789,-91.2880385304,1969-01-01 00:00:00+00:00,1996/08/15 00:00:00+00,18,9,GULF OF MEXICO,54.8911704312115,2,1,0
3369,GOM03456,8,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1064759404,-91.3005228863,1971-01-01 00:00:00+00:00,1998/08/23 00:00:00+00,19,9,GULF OF MEXICO,52.89253935660506,2,1,0
3370,GOM03457,K,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1112318214,-91.2976398462,1959-01-01 00:00:00+00:00,1995/02/11 00:00:00+00,19,9,GULF OF MEXICO,64.89253935660507,2,1,0
3371,GOM03458,I,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1154353984,-91.1744263174,1959-01-01 00:00:00+00:00,1995/02/11 00:00:00+00,12,7,GULF OF MEXICO,64.89253935660507,2,1,0
3372,GOM03459,12(REMOVED},REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.0623300969,-91.2971781714,1973-01-01 00:00:00+00:00,1997/08/18 00:00:00+00,19,12,GULF OF MEXICO,50.8911704312115,2,1,0
3373,GOM03460,9,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.0732007656,-91.316616032,1970-01-01 00:00:00+00:00,1990/07/12 00:00:00+00,19,12,GULF OF MEXICO,53.89185489390828,2,1,0
3374,GOM03461,6,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1242706404,-91.2371638292,1967-01-01 00:00:00+00:00,1983/12/31 00:00:00+00,16,8,GULF OF MEXICO,56.89253935660506,2,1,0
3375,GOM03462,10,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1016083327,-91.2647827169,1970-01-01 00:00:00+00:00,1998/08/23 00:00:00+00,18,8,GULF OF MEXICO,53.89185489390828,2,1,0
3376,GOM03463,31,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1139864401,-91.1752863288,1967-01-01 00:00:00+00:00,1995/02/11 00:00:00+00,12,7,GULF OF MEXICO,56.89253935660506,2,1,0
3377,GOM03464,1,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1343027294,-91.1795867908,1966-01-01 00:00:00+00:00,1997/07/27 00:00:00+00,12,4,GULF OF MEXICO,57.89185489390828,2,1,0
3378,GOM03465,27,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1279260182,-91.1686312814,1965-01-01 00:00:00+00:00,1988/09/20 00:00:00+00,12,7,GULF OF MEXICO,58.8911704312115,2,1,0
3379,GOM03466,25,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1122035207,-91.1728242089,1965-01-01 00:00:00+00:00,1985/12/31 00:00:00+00,12,7,GULF OF MEXICO,58.8911704312115,2,1,0
3380,GOM03467,22,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1189602807,-91.1742953643,1964-01-01 00:00:00+00:00,1991/09/05 00:00:00+00,12,7,GULF OF MEXICO,59.893223819301845,2,1,0
3381,GOM03468,S,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1163433218,-91.1801585486,1963-01-01 00:00:00+00:00,1995/02/11 00:00:00+00,12,7,GULF OF MEXICO,60.89253935660506,2,1,0
3382,GOM03469,V,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1252251575,-91.1621719963,1962-01-01 00:00:00+00:00,1988/10/01 00:00:00+00,12,7,GULF OF MEXICO,61.89185489390828,2,1,0
3383,GOM03470,Y,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1240280793,-91.1784555968,1962-01-01 00:00:00+00:00,1991/09/01 00:00:00+00,12,7,GULF OF MEXICO,61.89185489390828,2,1,0
3384,GOM03471,1,REMOVED,PLACID OIL CO.,NONE,28.5154119587,-90.9713777644,1967-01-01 00:00:00+00:00,1989/07/10 00:00:00+00,102,38,GULF OF MEXICO,56.89253935660506,2,1,0
3385,GOM03472,2,REMOVED,PLACID OIL CO.,NONE,28.509141922,-90.9595525797,1968-01-01 00:00:00+00:00,1977/12/31 00:00:00+00,100,38,GULF OF MEXICO,55.893223819301845,2,1,0
3386,GOM03473,3,REMOVED,PLACID OIL CO.,NONE,28.511667766,-90.982544132,1968-01-01 00:00:00+00:00,1977/12/31 00:00:00+00,105,38,GULF OF MEXICO,55.893223819301845,2,1,0
3387,GOM03474,4,REMOVED,APACHE CORP.,NONE,28.5019200405,-90.9665076654,1969-01-01 00:00:00+00:00,2005/05/05 00:00:00+00,107,38,GULF OF MEXICO,54.8911704312115,2,1,0
3388,GOM03475,2,REMOVED,PLACID OIL CO.,NONE,28.5404761402,-90.9871865154,1967-01-01 00:00:00+00:00,1989/10/23 00:00:00+00,94,34,GULF OF MEXICO,56.89253935660506,2,1,0
3389,GOM03476,3,REMOVED,PLACID OIL CO.,NONE,28.5347623853,-90.9612268847,1967-01-01 00:00:00+00:00,1989/07/17 00:00:00+00,95,34,GULF OF MEXICO,56.89253935660506,2,1,0
3390,GOM03477,5,REMOVED,PLACID OIL CO.,NONE,28.5482780149,-90.979493423,1967-01-01 00:00:00+00:00,1977/12/31 00:00:00+00,100,34,GULF OF MEXICO,56.89253935660506,2,1,0
3391,GOM03478,F,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1122085336,-91.1712711499,1957-01-01 00:00:00+00:00,1985/12/31 00:00:00+00,12,7,GULF OF MEXICO,66.89117043121149,2,1,0
3392,GOM03479,Q,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1205382984,-91.165039036,1961-01-01 00:00:00+00:00,1988/01/15 00:00:00+00,12,7,GULF OF MEXICO,62.8911704312115,2,1,0
3393,GOM03480,T,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.111595519,-91.1754683005,1962-01-01 00:00:00+00:00,1988/01/12 00:00:00+00,12,7,GULF OF MEXICO,61.89185489390828,2,1,0
3394,GOM03481,18,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1305518223,-91.1842559128,1963-01-01 00:00:00+00:00,1985/12/31 00:00:00+00,12,7,GULF OF MEXICO,60.89253935660506,2,1,0
3395,GOM03482,23,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1228181863,-91.1695222399,1965-01-01 00:00:00+00:00,1994/07/08 00:00:00+00,12,7,GULF OF MEXICO,58.8911704312115,2,1,0
3396,GOM03483,28,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1302388936,-91.1753175691,1966-01-01 00:00:00+00:00,1985/12/31 00:00:00+00,12,7,GULF OF MEXICO,57.89185489390828,2,1,0
3397,GOM03484,29,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1205551897,-91.1791535723,1967-01-01 00:00:00+00:00,1994/06/18 00:00:00+00,12,7,GULF OF MEXICO,56.89253935660506,2,1,0
3398,GOM03485,32,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1078125926,-91.181571477,1967-01-01 00:00:00+00:00,1985/12/31 00:00:00+00,12,7,GULF OF MEXICO,56.89253935660506,2,1,0
3399,GOM03486,C,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.111718628,-91.162049792,1966-01-01 00:00:00+00:00,2001/01/28 00:00:00+00,15,7,GULF OF MEXICO,57.89185489390828,2,1,0
3400,GOM03487,C-QRT,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1117176306,-91.1617367801,1966-01-01 00:00:00+00:00,2001/01/28 00:00:00+00,15,7,GULF OF MEXICO,57.89185489390828,2,1,0
3401,GOM03488,C-GEN,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1117186253,-91.162363804,1966-01-01 00:00:00+00:00,2001/01/28 00:00:00+00,15,7,GULF OF MEXICO,57.89185489390828,2,1,0
3402,GOM03489,19,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1129046903,-91.1496043364,1964-01-01 00:00:00+00:00,1988/08/30 00:00:00+00,12,7,GULF OF MEXICO,59.893223819301845,2,1,0
3403,GOM03490,L,REMOVED,ANADARKO US OFFSHORE LLC,NONE,29.1198774511,-91.148210387,1960-01-01 00:00:00+00:00,1988/08/28 00:00:00+00,12,7,GULF OF MEXICO,63.893223819301845,2,1,0
3404,GOM03491,B,REMOVED,ANADARKO E&P CO. LP,NONE,28.5283453247,-91.1241183444,1969-01-01 00:00:00+00:00,2002/05/26 00:00:00+00,107,43,GULF OF MEXICO,54.8911704312115,2,1,0
3405,GOM03492,C,IN SERVICE,FIELDWOOD ENERGY LLC,BOTH,28.505815943,-90.9702787922,1970-01-01 00:00:00+00:00,,110,37,GULF OF MEXICO,53.89185489390828,2,1,0
3406,GOM03493,2,REMOVED,PLACID OIL CO.,NONE,28.5324194309,-91.0993706561,1968-01-01 00:00:00+00:00,1989/10/30 00:00:00+00,100,43,GULF OF MEXICO,55.893223819301845,2,1,0
3407,GOM03494,1,REMOVED,APACHE CORP.,NONE,28.5222876799,-91.0978435082,1968-01-01 00:00:00+00:00,2008/05/20 00:00:00+00,103,43,GULF OF MEXICO,55.893223819301845,2,1,0
3408,GOM03495,4,REMOVED,"NORCEN EXPLORER, INC.",NONE,28.5220748168,-91.0813380203,1971-01-01 00:00:00+00:00,1996/05/30 00:00:00+00,107,39,GULF OF MEXICO,52.89253935660506,2,1,0
3409,GOM03496,C,REMOVED,UNION OIL CO. OF CALIFORNIA,NONE,29.0101447497,-92.0156445525,1962-01-01 00:00:00+00:00,1975/12/31 00:00:00+00,65,34,GULF OF MEXICO,61.89185489390828,2,1,0
3410,GOM03497,B,REMOVED,UNION OIL CO. OF CALIFORNIA,NONE,28.9839003577,-92.0127892824,1962-01-01 00:00:00+00:00,2005/07/16 00:00:00+00,68,34,GULF OF MEXICO,61.89185489390828,2,1,0
3411,GOM03498,2,REMOVED,TENNECO OIL CO.,NONE,28.899979646,-92.1182468859,1966-01-01 00:00:00+00:00,1977/12/31 00:00:00+00,84,45,GULF OF MEXICO,57.89185489390828,2,1,0
3412,GOM03499,2,REMOVED,TAYLOR ENERGY CO.,NONE,28.9075920512,-92.0820640818,1970-01-01 00:00:00+00:00,1981/12/31 00:00:00+00,82,44,GULF OF MEXICO,53.89185489390828,2,1,0
3413,GOM03500,E,REMOVED,"MARINER ENERGY, INC.",NONE,28.4845117134,-91.7634739445,1969-01-01 00:00:00+00:00,2011/03/15 00:00:00+00,167,67,GULF OF MEXICO,54.8911704312115,2,1,0
3414,GOM03501,C,REMOVED,"APACHE SHELF, INC.",NONE,28.4645263816,-91.7877911048,1969-01-01 00:00:00+00:00,2014/07/17 00:00:00+00,175,62,GULF OF MEXICO,54.8911704312115,2,1,0
3415,GOM03502,1,REMOVED,"MARINER ENERGY, INC.",NONE,29.5058761771,-93.2788671861,1964-01-01 00:00:00+00:00,2008/10/09 00:00:00+00,40,18,GULF OF MEXICO,59.893223819301845,2,1,0
3416,GOM03503,A,REMOVED,EL PASO PRODUCTION CO.,NONE,29.4665483065,-93.4251076306,1968-01-01 00:00:00+00:00,2005/08/06 00:00:00+00,40,20,GULF OF MEXICO,55.893223819301845,2,1,0
3417,GOM03504,C,REMOVED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,NONE,29.563888493,-93.1569395576,1956-01-01 00:00:00+00:00,1991/09/26 00:00:00+00,30,15,GULF OF MEXICO,67.89322381930185,2,1,0
3418,GOM03505,C-AUX,REMOVED,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,NONE,29.545059329,-93.1566198591,1956-01-01 00:00:00+00:00,1988/12/08 00:00:00+00,30,15,GULF OF MEXICO,67.89322381930185,2,1,0
3419,GOM03506,D,IN SERVICE,STONE ENERGY CORP.,UNKNOWN,28.5225413481,-92.3596177996,1969-01-01 00:00:00+00:00,,162,69,GULF OF MEXICO,54.8911704312115,2,1,0
3420,GOM03507,3,REMOVED,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",NONE,28.9270901449,-92.7379403451,1973-01-01 00:00:00+00:00,2014/10/06 00:00:00+00,85,45,GULF OF MEXICO,50.8911704312115,2,1,0
3421,GOM03508,2,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",NONE,28.938034929,-92.7392686039,1960-01-01 00:00:00+00:00,,84,44,GULF OF MEXICO,63.893223819301845,2,1,0
3422,GOM03509,A,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",BOTH,28.9393090104,-92.7467678211,1957-01-01 00:00:00+00:00,,85,44,GULF OF MEXICO,66.89117043121149,2,1,0
3423,GOM03510,A-AUX,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,28.9395930068,-92.7469338312,1983-01-01 00:00:00+00:00,,85,44,GULF OF MEXICO,40.89253935660506,0,1,0
3424,GOM03511,A,REMOVED,"MARITECH RESOURCES, INC.",NONE,28.7566386941,-92.8028551868,1969-01-01 00:00:00+00:00,2009/06/08 00:00:00+00,103,58,GULF OF MEXICO,54.8911704312115,2,1,0
3425,GOM03512,D,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.1196402354,-91.1771784838,1966-01-01 00:00:00+00:00,,15,6,GULF OF MEXICO,57.89185489390828,2,1,0
3426,GOM03513,D,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.1210151907,-91.177019498,1966-01-01 00:00:00+00:00,,15,6,GULF OF MEXICO,57.89185489390828,2,1,0
3427,GOM03514,D-CMP,IN SERVICE,"W & T OFFSHORE, INC.",UNKNOWN,29.1204652042,-91.1776465137,1966-01-01 00:00:00+00:00,,15,6,GULF OF MEXICO,57.89185489390828,2,1,0
3428,GOM03515,A,IN SERVICE,"W & T OFFSHORE, INC.",NONE,29.3659746107,-93.1826991098,1960-01-01 00:00:00+00:00,,46,26,GULF OF MEXICO,63.893223819301845,2,1,0
3429,GOM03516,A-AUX,REMOVED,"W & T OFFSHORE, INC.",NONE,29.3656996189,-93.1826941115,1966-01-01 00:00:00+00:00,1994/09/19 00:00:00+00,46,26,GULF OF MEXICO,57.89185489390828,2,1,0
3430,GOM03517,A,IN SERVICE,FIELDWOOD ENERGY LLC,UNKNOWN,29.6266657611,-93.0348507761,1958-01-01 00:00:00+00:00,,33,6,GULF OF MEXICO,65.89185489390829,2,1,0
3431,GOM03518,B,REMOVED,APACHE CORP.,NONE,28.5373263203,-90.9637089662,1968-01-01 00:00:00+00:00,2009/01/24 00:00:00+00,100,34,GULF OF MEXICO,55.893223819301845,2,1,0
3432,GOM03519,WF,REMOVED,APACHE CORP.,NONE,28.5373253219,-90.9633969593,1972-01-01 00:00:00+00:00,2008/06/24 00:00:00+00,100,34,GULF OF MEXICO,51.893223819301845,2,1,0
3433,GOM03520,V,IN SERVICE,"WHITNEY OIL & GAS, LLC",UNKNOWN,28.9709416884,-89.2641933222,1960-01-01 00:00:00+00:00,,56,4,GULF OF MEXICO,63.893223819301845,2,1,0
3434,GOM03521,VV-AUX,IN SERVICE,"WHITNEY OIL & GAS, LLC",UNKNOWN,28.9709587145,-89.2652093214,1968-01-01 00:00:00+00:00,,56,4,GULF OF MEXICO,55.893223819301845,2,1,0
3435,GOM03522,3,REMOVED,CHEVRON USA INC.,NONE,29.4371304096,-88.8842755985,1970-01-01 00:00:00+00:00,1999/06/24 00:00:00+00,51,16,GULF OF MEXICO,53.89185489390828,2,1,0
3436,GOM03523,A,REMOVED,MCMORAN OIL & GAS LLC,NONE,28.7050056032,-91.7533538772,1967-01-01 00:00:00+00:00,2011/10/13 00:00:00+00,99,48,GULF OF MEXICO,56.89253935660506,2,1,0
3437,GOM03524,F,REMOVED,"MARINER ENERGY, INC.",NONE,28.4597653991,-91.7665514708,1971-01-01 00:00:00+00:00,2007/07/22 00:00:00+00,176,67,GULF OF MEXICO,52.89253935660506,2,1,0
3438,GOM03525,2,REMOVED,NEWFIELD EXPLORATION CO.,NONE,28.707043552,-91.7540799342,1960-01-01 00:00:00+00:00,1979/12/31 00:00:00+00,101,48,GULF OF MEXICO,63.893223819301845,2,1,0
3439,GOM03526,3,REMOVED,NEWFIELD EXPLORATION CO.,NONE,28.7065765307,-91.7446846476,1961-01-01 00:00:00+00:00,1979/12/31 00:00:00+00,100,48,GULF OF MEXICO,62.8911704312115,2,1,0
3440,GOM03527,2,REMOVED,"SOCO OFFSHORE, INC.",NONE,28.7061023602,-91.7678924834,1958-01-01 00:00:00+00:00,1985/12/31 00:00:00+00,103,49,GULF OF MEXICO,65.89185489390829,2,1,0
3441,GOM03528,3,REMOVED,"SOCO OFFSHORE, INC.",NONE,28.7151953763,-91.7612602727,1960-01-01 00:00:00+00:00,1982/12/31 00:00:00+00,105,49,GULF OF MEXICO,63.893223819301845,2,1,0
3442,GOM03529,4,REMOVED,NEWFIELD EXPLORATION CO.,NONE,28.7044477249,-91.7692892784,1966-01-01 00:00:00+00:00,2000/08/09 00:00:00+00,113,49,GULF OF MEXICO,57.89185489390828,2,1,0
3443,GOM03530,6,REMOVED,NEWFIELD EXPLORATION CO.,NONE,28.7009247405,-91.7571258981,1966-01-01 00:00:00+00:00,2000/08/04 00:00:00+00,113,49,GULF OF MEXICO,57.89185489390828,2,1,0
3444,GOM03531,7,REMOVED,"SOCO OFFSHORE, INC.",NONE,28.7125575071,-91.7699474479,1967-01-01 00:00:00+00:00,1982/12/31 00:00:00+00,113,49,GULF OF MEXICO,56.89253935660506,2,1,0
3445,GOM03532,8,REMOVED,"SOCO OFFSHORE, INC.",NONE,28.700309864,-91.7731693008,1967-01-01 00:00:00+00:00,1982/12/31 00:00:00+00,105,49,GULF OF MEXICO,56.89253935660506,2,1,0
3446,GOM03533,1,REMOVED,NEWFIELD EXPLORATION CO.,NONE,28.6942069414,-91.7596088362,1958-01-01 00:00:00+00:00,2000/08/13 00:00:00+00,105,49,GULF OF MEXICO,65.89185489390829,2,1,0
3447,GOM03534,A,REMOVED,"MARITECH RESOURCES, INC.",NONE,28.6481478404,-91.5072580951,1959-01-01 00:00:00+00:00,1981/12/31 00:00:00+00,100,37,GULF OF MEXICO,64.89253935660507,2,1,0
3448,GOM03535,B,REMOVED,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",NONE,28.6465528774,-91.5009778736,1972-01-01 00:00:00+00:00,2003/10/12 00:00:00+00,102,43,GULF OF MEXICO,51.893223819301845,2,1,0
3449,GOM03536,B-PRD,IN SERVICE,"BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC",UNKNOWN,28.6459558946,-91.5012548732,1973-01-01 00:00:00+00:00,,102,43,GULF OF MEXICO,50.8911704312115,2,1,0
3450,GOM03537,6,IN SERVICE,"W & T OFFSHORE, INC.",BOTH,29.123932524,-91.1185193199,1993-01-01 00:00:00+00:00,,12,4,GULF OF MEXICO,30.8911704312115,0,1,0
3451,GOM03538,R,REMOVED,"W & T OFFSHORE, INC.",NONE,29.123932524,-91.1185193199,1962-01-01 00:00:00+00:00,1985/12/31 00:00:00+00,12,4,GULF OF MEXICO,61.89185489390828,2,1,0
3452,GOM03539,8,REMOVED,FORCENERGY INC,NONE,29.1125275212,-91.051822613,1970-01-01 00:00:00+00:00,1979/12/31 00:00:00+00,9,4,GULF OF MEXICO,53.89185489390828,2,1,0
3453,GOM03540,8-HTR,REMOVED,FORCENERGY INC,NONE,29.1122515361,-91.0515095968,1970-01-01 00:00:00+00:00,1979/12/31 00:00:00+00,9,4,GULF OF MEXICO,53.89185489390828,2,1,0
3454,GOM03541,6-HTR,REMOVED,FORCENERGY INC,NONE,29.1030210107,-91.0444441864,1970-01-01 00:00:00+00:00,1984/12/31 00:00:00+00,8,4,GULF OF MEXICO,53.89185489390828,2,1,0
3455,GOM03542,6,REMOVED,FORCENERGY INC,NONE,29.1030220078,-91.0447571983,1970-01-01 00:00:00+00:00,1984/12/31 00:00:00+00,8,4,GULF OF MEXICO,53.89185489390828,2,1,0
3456,GOM03543,4,REMOVED,"APACHE SHELF, INC.",NONE,29.1038642186,-91.0525823991,1969-01-01 00:00:00+00:00,2014/08/01 00:00:00+00,8,5,GULF OF MEXICO,54.8911704312115,2,1,0
3457,GOM03544,4-HTR,REMOVED,"APACHE SHELF, INC.",NONE,29.1038645572,-91.0527389551,1969-01-01 00:00:00+00:00,1992/12/31 00:00:00+00,8,5,GULF OF MEXICO,54.8911704312115,2,1,0
3458,GOM03545,3,REMOVED,FORCENERGY INC,NONE,29.1106991554,-91.0585130494,1967-01-01 00:00:00+00:00,1979/12/31 00:00:00+00,8,4,GULF OF MEXICO,56.89253935660506,2,1,0
3459,GOM03546,1,REMOVED,FORCENERGY INC,NONE,29.1177773494,-91.0440943998,1966-01-01 00:00:00+00:00,1975/12/31 00:00:00+00,8,4,GULF OF MEXICO,57.89185489390828,2,1,0
